  2   1
     1  0.9807853E+01  0.1950903E+01 -0.2000000E+01
     2  0.9807853E+01  0.1950903E+01 -0.1000000E+01
     3  0.9807853E+01  0.1950903E+01  0.0000000E+00
     4  0.9903927E+01  0.9754515E+00 -0.2000000E+01
     5  0.9903927E+01  0.9754515E+00 -0.1000000E+01
     6  0.9903927E+01  0.9754515E+00  0.0000000E+00
     7  0.1000000E+02  0.0000000E+00 -0.2000000E+01
     8  0.1000000E+02  0.0000000E+00 -0.1000000E+01
     9  0.1000000E+02  0.0000000E+00  0.0000000E+00
    10  0.9238795E+01  0.3826834E+01 -0.2000000E+01
    11  0.9238795E+01  0.3826834E+01 -0.1000000E+01
    12  0.9238795E+01  0.3826834E+01  0.0000000E+00
    13  0.9523324E+01  0.2888869E+01 -0.2000000E+01
    14  0.9523324E+01  0.2888869E+01 -0.1000000E+01
    15  0.9523324E+01  0.2888869E+01  0.0000000E+00
    16  0.9807853E+01  0.1950903E+01 -0.2000000E+01
    17  0.9807853E+01  0.1950903E+01 -0.1000000E+01
    18  0.9807853E+01  0.1950903E+01  0.0000000E+00
    19  0.8314696E+01  0.5555702E+01 -0.2000000E+01
    20  0.8314696E+01  0.5555702E+01 -0.1000000E+01
    21  0.8314696E+01  0.5555702E+01  0.0000000E+00
    22  0.8776746E+01  0.4691268E+01 -0.2000000E+01
    23  0.8776746E+01  0.4691268E+01 -0.1000000E+01
    24  0.8776746E+01  0.4691268E+01  0.0000000E+00
    25  0.9238795E+01  0.3826834E+01 -0.2000000E+01
    26  0.9238795E+01  0.3826834E+01 -0.1000000E+01
    27  0.9238795E+01  0.3826834E+01  0.0000000E+00
    28  0.7071068E+01  0.7071068E+01 -0.2000000E+01
    29  0.7071068E+01  0.7071068E+01 -0.1000000E+01
    30  0.7071068E+01  0.7071068E+01  0.0000000E+00
    31  0.7692882E+01  0.6313385E+01 -0.2000000E+01
    32  0.7692882E+01  0.6313385E+01 -0.1000000E+01
    33  0.7692882E+01  0.6313385E+01  0.0000000E+00
    34  0.8314696E+01  0.5555702E+01 -0.2000000E+01
    35  0.8314696E+01  0.5555702E+01 -0.1000000E+01
    36  0.8314696E+01  0.5555702E+01  0.0000000E+00
    37  0.5555702E+01  0.8314696E+01 -0.2000000E+01
    38  0.5555702E+01  0.8314696E+01 -0.1000000E+01
    39  0.5555702E+01  0.8314696E+01  0.0000000E+00
    40  0.6313385E+01  0.7692882E+01 -0.2000000E+01
    41  0.6313385E+01  0.7692882E+01 -0.1000000E+01
    42  0.6313385E+01  0.7692882E+01  0.0000000E+00
    43  0.7071068E+01  0.7071068E+01 -0.2000000E+01
    44  0.7071068E+01  0.7071068E+01 -0.1000000E+01
    45  0.7071068E+01  0.7071068E+01  0.0000000E+00
    46  0.3826834E+01  0.9238795E+01 -0.2000000E+01
    47  0.3826834E+01  0.9238795E+01 -0.1000000E+01
    48  0.3826834E+01  0.9238795E+01  0.0000000E+00
    49  0.4691268E+01  0.8776746E+01 -0.2000000E+01
    50  0.4691268E+01  0.8776746E+01 -0.1000000E+01
    51  0.4691268E+01  0.8776746E+01  0.0000000E+00
    52  0.5555702E+01  0.8314696E+01 -0.2000000E+01
    53  0.5555702E+01  0.8314696E+01 -0.1000000E+01
    54  0.5555702E+01  0.8314696E+01  0.0000000E+00
    55  0.1950903E+01  0.9807853E+01 -0.2000000E+01
    56  0.1950903E+01  0.9807853E+01 -0.1000000E+01
    57  0.1950903E+01  0.9807853E+01  0.0000000E+00
    58  0.2888869E+01  0.9523324E+01 -0.2000000E+01
    59  0.2888869E+01  0.9523324E+01 -0.1000000E+01
    60  0.2888869E+01  0.9523324E+01  0.0000000E+00
    61  0.3826834E+01  0.9238795E+01 -0.2000000E+01
    62  0.3826834E+01  0.9238795E+01 -0.1000000E+01
    63  0.3826834E+01  0.9238795E+01  0.0000000E+00
    64  0.0000000E+00  0.1000000E+02 -0.2000000E+01
    65  0.0000000E+00  0.1000000E+02 -0.1000000E+01
    66  0.0000000E+00  0.1000000E+02  0.0000000E+00
    67  0.9754515E+00  0.9903927E+01 -0.2000000E+01
    68  0.9754515E+00  0.9903927E+01 -0.1000000E+01
    69  0.9754515E+00  0.9903927E+01  0.0000000E+00
    70  0.1950903E+01  0.9807853E+01 -0.2000000E+01
    71  0.1950903E+01  0.9807853E+01 -0.1000000E+01
    72  0.1950903E+01  0.9807853E+01  0.0000000E+00
    73 -0.1950903E+01  0.9807853E+01 -0.2000000E+01
    74 -0.1950903E+01  0.9807853E+01 -0.1000000E+01
    75 -0.1950903E+01  0.9807853E+01  0.0000000E+00
    76 -0.9754515E+00  0.9903927E+01 -0.2000000E+01
    77 -0.9754515E+00  0.9903927E+01 -0.1000000E+01
    78 -0.9754515E+00  0.9903927E+01  0.0000000E+00
    79  0.0000000E+00  0.1000000E+02 -0.2000000E+01
    80  0.0000000E+00  0.1000000E+02 -0.1000000E+01
    81  0.0000000E+00  0.1000000E+02  0.0000000E+00
    82 -0.3826834E+01  0.9238795E+01 -0.2000000E+01
    83 -0.3826834E+01  0.9238795E+01 -0.1000000E+01
    84 -0.3826834E+01  0.9238795E+01  0.0000000E+00
    85 -0.2888869E+01  0.9523324E+01 -0.2000000E+01
    86 -0.2888869E+01  0.9523324E+01 -0.1000000E+01
    87 -0.2888869E+01  0.9523324E+01  0.0000000E+00
    88 -0.1950903E+01  0.9807853E+01 -0.2000000E+01
    89 -0.1950903E+01  0.9807853E+01 -0.1000000E+01
    90 -0.1950903E+01  0.9807853E+01  0.0000000E+00
    91 -0.5555702E+01  0.8314696E+01 -0.2000000E+01
    92 -0.5555702E+01  0.8314696E+01 -0.1000000E+01
    93 -0.5555702E+01  0.8314696E+01  0.0000000E+00
    94 -0.4691268E+01  0.8776746E+01 -0.2000000E+01
    95 -0.4691268E+01  0.8776746E+01 -0.1000000E+01
    96 -0.4691268E+01  0.8776746E+01  0.0000000E+00
    97 -0.3826834E+01  0.9238795E+01 -0.2000000E+01
    98 -0.3826834E+01  0.9238795E+01 -0.1000000E+01
    99 -0.3826834E+01  0.9238795E+01  0.0000000E+00
   100 -0.7071068E+01  0.7071068E+01 -0.2000000E+01
   101 -0.7071068E+01  0.7071068E+01 -0.1000000E+01
   102 -0.7071068E+01  0.7071068E+01  0.0000000E+00
   103 -0.6313385E+01  0.7692882E+01 -0.2000000E+01
   104 -0.6313385E+01  0.7692882E+01 -0.1000000E+01
   105 -0.6313385E+01  0.7692882E+01  0.0000000E+00
   106 -0.5555702E+01  0.8314696E+01 -0.2000000E+01
   107 -0.5555702E+01  0.8314696E+01 -0.1000000E+01
   108 -0.5555702E+01  0.8314696E+01  0.0000000E+00
   109 -0.8314696E+01  0.5555702E+01 -0.2000000E+01
   110 -0.8314696E+01  0.5555702E+01 -0.1000000E+01
   111 -0.8314696E+01  0.5555702E+01  0.0000000E+00
   112 -0.7692882E+01  0.6313385E+01 -0.2000000E+01
   113 -0.7692882E+01  0.6313385E+01 -0.1000000E+01
   114 -0.7692882E+01  0.6313385E+01  0.0000000E+00
   115 -0.7071068E+01  0.7071068E+01 -0.2000000E+01
   116 -0.7071068E+01  0.7071068E+01 -0.1000000E+01
   117 -0.7071068E+01  0.7071068E+01  0.0000000E+00
   118 -0.9238795E+01  0.3826834E+01 -0.2000000E+01
   119 -0.9238795E+01  0.3826834E+01 -0.1000000E+01
   120 -0.9238795E+01  0.3826834E+01  0.0000000E+00
   121 -0.8776746E+01  0.4691268E+01 -0.2000000E+01
   122 -0.8776746E+01  0.4691268E+01 -0.1000000E+01
   123 -0.8776746E+01  0.4691268E+01  0.0000000E+00
   124 -0.8314696E+01  0.5555702E+01 -0.2000000E+01
   125 -0.8314696E+01  0.5555702E+01 -0.1000000E+01
   126 -0.8314696E+01  0.5555702E+01  0.0000000E+00
   127 -0.9807853E+01  0.1950903E+01 -0.2000000E+01
