 
      1    560    224      1
    1  0.9855890E+01  0.1463177E+01 -0.1500000E+01  0.9951847E+00  0.9801766E-01  0.0000000E+00  0.9801714E+00
    1  0.9855890E+01  0.1463177E+01 -0.5000000E+00  0.9951847E+00  0.9801766E-01  0.0000000E+00  0.9801714E+00
    1  0.9951963E+01  0.4877258E+00 -0.1500000E+01  0.9951848E+00  0.9801670E-01  0.0000000E+00  0.9801713E+00
    1  0.9951963E+01  0.4877258E+00 -0.5000000E+00  0.9951848E+00  0.9801670E-01  0.0000000E+00  0.9801713E+00
    1  0.9381060E+01  0.3357852E+01 -0.1500000E+01  0.9569403E+00  0.2902847E+00  0.0000000E+00  0.9801713E+00
    1  0.9381060E+01  0.3357852E+01 -0.5000000E+00  0.9569403E+00  0.2902847E+00  0.0000000E+00  0.9801713E+00
    1  0.9665588E+01  0.2419886E+01 -0.1500000E+01  0.9569404E+00  0.2902847E+00  0.0000000E+00  0.9801713E+00
    1  0.9665588E+01  0.2419886E+01 -0.5000000E+00  0.9569404E+00  0.2902847E+00  0.0000000E+00  0.9801713E+00
    1  0.8545721E+01  0.5123486E+01 -0.1500000E+01  0.8819214E+00  0.4713965E+00  0.0000000E+00  0.9801716E+00
    1  0.8545721E+01  0.5123486E+01 -0.5000000E+00  0.8819214E+00  0.4713965E+00  0.0000000E+00  0.9801716E+00
    1  0.9007771E+01  0.4259051E+01 -0.1500000E+01  0.8819214E+00  0.4713967E+00  0.0000000E+00  0.9801713E+00
    1  0.9007771E+01  0.4259051E+01 -0.5000000E+00  0.8819214E+00  0.4713967E+00  0.0000000E+00  0.9801713E+00
    1  0.7381975E+01  0.6692226E+01 -0.1500000E+01  0.7730104E+00  0.6343933E+00  0.0000000E+00  0.9801715E+00
    1  0.7381975E+01  0.6692226E+01 -0.5000000E+00  0.7730104E+00  0.6343933E+00  0.0000000E+00  0.9801715E+00
    1  0.8003789E+01  0.5934544E+01 -0.1500000E+01  0.7730104E+00  0.6343933E+00  0.0000000E+00  0.9801715E+00
    1  0.8003789E+01  0.5934544E+01 -0.5000000E+00  0.7730104E+00  0.6343933E+00  0.0000000E+00  0.9801715E+00
    1  0.5934544E+01  0.8003790E+01 -0.1500000E+01  0.6343933E+00  0.7730104E+00  0.0000000E+00  0.9801715E+00
    1  0.5934544E+01  0.8003790E+01 -0.5000000E+00  0.6343933E+00  0.7730104E+00  0.0000000E+00  0.9801715E+00
    1  0.6692226E+01  0.7381975E+01 -0.1500000E+01  0.6343933E+00  0.7730104E+00  0.0000000E+00  0.9801715E+00
    1  0.6692226E+01  0.7381975E+01 -0.5000000E+00  0.6343933E+00  0.7730104E+00  0.0000000E+00  0.9801715E+00
    1  0.4259051E+01  0.9007771E+01 -0.1500000E+01  0.4713967E+00  0.8819214E+00  0.0000000E+00  0.9801713E+00
    1  0.4259051E+01  0.9007771E+01 -0.5000000E+00  0.4713967E+00  0.8819214E+00  0.0000000E+00  0.9801713E+00
    1  0.5123486E+01  0.8545721E+01 -0.1500000E+01  0.4713965E+00  0.8819214E+00  0.0000000E+00  0.9801716E+00
    1  0.5123486E+01  0.8545721E+01 -0.5000000E+00  0.4713965E+00  0.8819214E+00  0.0000000E+00  0.9801716E+00
    1  0.2419886E+01  0.9665588E+01 -0.1500000E+01  0.2902847E+00  0.9569404E+00  0.0000000E+00  0.9801713E+00
    1  0.2419886E+01  0.9665588E+01 -0.5000000E+00  0.2902847E+00  0.9569404E+00  0.0000000E+00  0.9801713E+00
    1  0.3357852E+01  0.9381060E+01 -0.1500000E+01  0.2902847E+00  0.9569403E+00  0.0000000E+00  0.9801713E+00
    1  0.3357852E+01  0.9381060E+01 -0.5000000E+00  0.2902847E+00  0.9569403E+00  0.0000000E+00  0.9801713E+00
    1  0.4877258E+00  0.9951963E+01 -0.1500000E+01  0.9801670E-01  0.9951848E+00  0.0000000E+00  0.9801713E+00
    1  0.4877258E+00  0.9951963E+01 -0.5000000E+00  0.9801670E-01  0.9951848E+00  0.0000000E+00  0.9801713E+00
    1  0.1463177E+01  0.9855890E+01 -0.1500000E+01  0.9801766E-01  0.9951847E+00  0.0000000E+00  0.9801714E+00
    1  0.1463177E+01  0.9855890E+01 -0.5000000E+00  0.9801766E-01  0.9951847E+00  0.0000000E+00  0.9801714E+00
    1 -0.1463177E+01  0.9855890E+01 -0.1500000E+01 -0.9801766E-01  0.9951847E+00  0.0000000E+00  0.9801714E+00
    1 -0.1463177E+01  0.9855890E+01 -0.5000000E+00 -0.9801766E-01  0.9951847E+00  0.0000000E+00  0.9801714E+00
